Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Malta,10.0,9.66,9.32,8.98,8.64,8.3,8.0,7.7,7.4,7.1,6.8,6.66,6.52,6.38,6.239999999999999,6.1,6.04,5.9799999999999995,5.92,5.859999999999999,5.8,5.8,5.8,5.8,5.8,5.7,5.7
Marshall Islands,38.7,37.64,36.58,35.52,34.46,33.4,33.3,33.199999999999996,33.1,33.0,32.9,32.78,32.66,32.54,32.419999999999995,32.3,32.16,32.019999999999996,31.88,31.740000000000002,31.6,31.4,31.1,30.6,30.0,29.4,28.7
Mauritania,71.6,71.24,70.88,70.52,70.16,69.8,69.78,69.76,69.74,69.72,69.7,69.36,69.02,68.68,68.34,68.0,66.88,65.76,64.64,63.519999999999996,62.4,61.0,59.7,58.4,57.0,55.8,54.5
Mauritius,19.8,19.72,19.64,19.56,19.48,19.4,18.779999999999998,18.16,17.54,16.92,16.3,15.82,15.34,14.86,14.38,13.9,13.76,13.62,13.48,13.34,13.2,13.2,13.1,13.1,13.0,12.8,12.2
Mexico,36.3,34.839999999999996,33.379999999999995,31.919999999999998,30.46,29.0,27.7,26.4,25.1,23.8,22.5,21.52,20.54,19.560000000000002,18.580000000000002,17.6,17.060000000000002,16.52,15.98,15.440000000000001,14.9,14.5,14.1,13.7,13.2,12.7,12.2
Micronesia (Federated States of),43.0,43.0,43.0,43.0,43.0,43.0,42.78,42.56,42.339999999999996,42.12,41.9,41.0,40.1,39.199999999999996,38.3,37.4,36.44,35.48,34.52,33.56,32.6,31.7,30.8,29.9,29.0,28.2,27.4
Moldova (Republic of),27.5,28.24,28.98,29.72,30.46,31.2,30.2,29.2,28.2,27.2,26.2,24.32,22.44,20.560000000000002,18.68,16.8,16.400000000000002,16.0,15.600000000000001,15.200000000000001,14.8,14.6,14.4,14.2,14.0,13.8,13.5
Monaco,6.4,6.140000000000001,5.88,5.62,5.359999999999999,5.1,4.92,4.74,4.5600000000000005,4.38,4.2,4.1000000000000005,4.0,3.9000000000000004,3.8000000000000003,3.7,3.62,3.54,3.46,3.38,3.3,3.2,3.1,3.0,2.9,2.8,2.8
Mongolia,76.9,74.24000000000001,71.58,68.92,66.26,63.6,60.660000000000004,57.72,54.78,51.84,48.9,45.86,42.82,39.78,36.74,33.7,31.400000000000002,29.1,26.8,24.5,22.2,20.5,19.1,17.9,16.9,16.1,15.4
Montenegro,14.8,14.56,14.32,14.08,13.84,13.6,13.42,13.24,13.059999999999999,12.879999999999999,12.7,12.08,11.459999999999999,10.84,10.219999999999999,9.6,8.92,8.24,7.56,6.88,6.2,5.6,5.1,4.6,4.2,3.8,3.5
Morocco,62.7,60.480000000000004,58.260000000000005,56.040000000000006,53.82,51.6,49.68,47.76,45.84,43.92,42.0,40.42,38.84,37.260000000000005,35.68,34.1,32.78,31.46,30.14,28.82,27.5,26.3,25.1,24.0,22.9,21.8,20.9
Mozambique,159.4,156.12,152.84,149.56,146.28,143.0,137.06,131.12,125.18,119.24,113.3,108.38,103.46,98.53999999999999,93.62,88.7,85.10000000000001,81.5,77.9,74.3,70.7,66.9,63.5,60.9,58.9,57.0,55.2
Myanmar,81.9,80.2,78.5,76.80000000000001,75.10000000000001,73.4,71.82000000000001,70.24000000000001,68.66,67.08,65.5,63.92,62.34,60.760000000000005,59.18,57.6,55.88,54.160000000000004,52.44,50.72,49.0,47.3,45.6,44.1,42.5,41.1,39.9
Namibia,49.0,48.54,48.08,47.620000000000005,47.160000000000004,46.7,46.940000000000005,47.18,47.42,47.66,47.9,46.86,45.82,44.78,43.74,42.7,41.800000000000004,40.900000000000006,40.0,39.1,38.2,37.9,38.2,37.0,36.1,34.8,32.7
Nauru,46.0,44.54,43.08,41.620000000000005,40.160000000000004,38.7,37.64,36.58,35.52,34.46,33.4,32.98,32.56,32.14,31.72,31.3,31.36,31.42,31.48,31.540000000000003,31.6,31.2,30.7,30.1,29.4,28.8,28.1
Nepal,97.5,93.38,89.26,85.14,81.02000000000001,76.9,73.56,70.22,66.88,63.540000000000006,60.2,57.620000000000005,55.04,52.46,49.879999999999995,47.3,45.339999999999996,43.379999999999995,41.42,39.46,37.5,35.8,34.2,32.6,31.2,29.9,28.8
Netherlands,6.8,6.58,6.36,6.140000000000001,5.92,5.7,5.58,5.46,5.34,5.22,5.1,4.96,4.82,4.68,4.54,4.4,4.260000000000001,4.12,3.9800000000000004,3.8400000000000003,3.7,3.6,3.6,3.5,3.5,3.4,3.4
New Zealand,9.2,8.78,8.36,7.9399999999999995,7.52,7.1,6.8999999999999995,6.699999999999999,6.5,6.3,6.1,5.96,5.82,5.68,5.54,5.4,5.34,5.28,5.22,5.16,5.1,5.0,5.0,4.9,4.7,4.6,4.5
Nicaragua,50.9,48.86,46.82,44.78,42.74,40.7,38.86,37.02,35.18,33.34,31.5,30.1,28.7,27.3,25.9,24.5,23.44,22.38,21.32,20.259999999999998,19.2,18.4,17.7,17.0,16.4,15.9,15.3
Niger,132.0,128.58,125.16,121.74000000000001,118.32000000000001,114.9,111.22,107.54,103.86,100.18,96.5,92.82,89.14,85.46,81.78,78.1,74.96,71.82,68.67999999999999,65.53999999999999,62.4,59.9,57.6,55.5,53.5,51.6,49.9
Nigeria,125.6,125.06,124.52,123.98,123.44,122.9,120.64,118.38,116.12,113.86,111.6,108.52,105.44,102.36,99.28,96.2,93.16,90.12,87.08,84.04,81.0,78.3,75.7,73.3,71.0,68.7,66.6
North Macedonia,33.1,30.900000000000002,28.700000000000003,26.5,24.3,22.1,20.540000000000003,18.98,17.42,15.860000000000001,14.3,13.88,13.46,13.04,12.62,12.2,11.6,11.0,10.399999999999999,9.799999999999999,9.2,9.1,9.2,9.5,10.0,10.7,11.4
Norway,7.0,6.52,6.04,5.56,5.08,4.6,4.4799999999999995,4.359999999999999,4.24,4.12,4.0,3.84,3.68,3.52,3.3600000000000003,3.2,3.08,2.96,2.84,2.72,2.6,2.5,2.4,2.3,2.3,2.2,2.1
Oman,31.8,29.560000000000002,27.32,25.080000000000002,22.840000000000003,20.6,19.32,18.04,16.759999999999998,15.48,14.2,13.559999999999999,12.92,12.28,11.64,11.0,10.8,10.6,10.4,10.2,10.0,9.9,9.8,9.7,9.6,9.6,9.7
Pakistan,106.4,104.60000000000001,102.80000000000001,101.0,99.2,97.4,95.5,93.60000000000001,91.7,89.80000000000001,87.9,86.28,84.66,83.04,81.42,79.8,78.39999999999999,77.0,75.6,74.2,72.8,71.3,69.7,68.1,66.4,64.6,62.9
Palau,31.0,30.2,29.4,28.6,27.8,27.0,26.14,25.28,24.42,23.56,22.7,22.0,21.3,20.6,19.9,19.2,18.66,18.12,17.58,17.04,16.5,16.0,15.4,14.9,14.5,14.0,13.6
"Palestine, State of",35.7,34.46,33.22,31.98,30.740000000000002,29.5,28.62,27.740000000000002,26.86,25.98,25.1,24.52,23.94,23.36,22.78,22.2,21.74,21.279999999999998,20.82,20.36,19.9,19.6,19.4,19.1,18.9,18.6,18.3
Panama,25.6,25.18,24.76,24.34,23.92,23.5,23.2,22.9,22.6,22.3,22.0,21.52,21.04,20.560000000000002,20.080000000000002,19.6,19.12,18.64,18.16,17.68,17.2,16.7,16.2,15.7,15.3,14.8,14.3
Papua New Guinea,64.1,63.339999999999996,62.58,61.81999999999999,61.059999999999995,60.3,59.8,59.3,58.8,58.3,57.8,57.339999999999996,56.879999999999995,56.42,55.96,55.5,54.52,53.54,52.56,51.58,50.6,49.4,48.3,46.9,45.7,44.4,43.1
Paraguay,36.3,35.28,34.26,33.239999999999995,32.22,31.2,30.56,29.919999999999998,29.28,28.64,28.0,27.42,26.84,26.26,25.68,25.1,24.48,23.86,23.240000000000002,22.62,22.0,21.4,20.8,20.2,19.6,19.0,18.4
Peru,57.0,54.22,51.44,48.66,45.88,43.1,40.4,37.7,35.0,32.3,29.6,27.84,26.080000000000002,24.32,22.560000000000002,20.8,19.8,18.8,17.8,16.8,15.8,15.1,14.4,13.7,13.1,12.6,12.1
Philippines,40.5,39.04,37.58,36.120000000000005,34.660000000000004,33.2,32.440000000000005,31.68,30.92,30.16,29.4,28.82,28.24,27.66,27.08,26.5,26.1,25.7,25.3,24.9,24.5,24.2,23.9,23.6,23.3,23.0,22.7
Poland,15.1,14.58,14.06,13.54,13.02,12.5,11.62,10.74,9.86,8.98,8.1,7.8,7.5,7.199999999999999,6.8999999999999995,6.6,6.319999999999999,6.04,5.76,5.48,5.2,4.8,4.6,4.5,4.3,4.2,4.1
Portugal,11.5,10.68,9.86,9.04,8.22,7.4,7.0200000000000005,6.640000000000001,6.26,5.88,5.5,5.14,4.78,4.42,4.0600000000000005,3.7,3.58,3.46,3.34,3.22,3.1,3.1,3.0,3.0,3.0,3.0,3.1
Qatar,17.8,16.88,15.96,15.04,14.12,13.2,12.719999999999999,12.24,11.76,11.280000000000001,10.8,10.42,10.040000000000001,9.66,9.280000000000001,8.9,8.68,8.46,8.24,8.02,7.8,7.6,7.4,7.3,7.1,6.9,6.7
Romania,24.4,23.919999999999998,23.439999999999998,22.96,22.48,22.0,21.26,20.52,19.78,19.04,18.3,17.68,17.06,16.44,15.82,15.2,14.1,13.0,11.899999999999999,10.799999999999999,9.7,9.6,9.4,9.0,8.4,7.8,7.2
Russian Federation,18.5,18.54,18.58,18.62,18.66,18.7,18.28,17.86,17.44,17.02,16.6,15.660000000000002,14.72,13.780000000000001,12.84,11.9,11.3,10.700000000000001,10.100000000000001,9.5,8.9,8.7,8.4,8.1,7.8,7.3,6.9
Rwanda,92.6,97.39999999999999,102.19999999999999,107.0,111.8,116.6,114.82,113.03999999999999,111.26,109.48,107.7,99.98,92.26,84.53999999999999,76.82,69.1,64.17999999999999,59.26,54.339999999999996,49.42,44.5,40.4,37.5,35.0,33.0,31.4,30.1
Saint Kitts and Nevis,26.1,25.6,25.1,24.6,24.1,23.6,22.62,21.64,20.66,19.68,18.7,17.759999999999998,16.82,15.879999999999999,14.94,14.0,13.58,13.16,12.74,12.32,11.9,11.8,11.7,11.7,11.7,11.7,11.7
Saint Lucia,18.6,18.26,17.92,17.58,17.24,16.9,16.64,16.38,16.119999999999997,15.86,15.6,15.68,15.76,15.84,15.92,16.0,16.06,16.12,16.18,16.240000000000002,16.3,16.3,16.1,16.0,15.8,15.5,15.3
Saint Vincent and the Grenadines,20.2,19.98,19.76,19.54,19.32,19.1,19.200000000000003,19.3,19.400000000000002,19.5,19.6,19.64,19.68,19.720000000000002,19.76,19.8,19.6,19.400000000000002,19.2,19.0,18.8,18.2,17.7,17.1,16.5,15.9,15.4
Samoa,25.4,24.66,23.919999999999998,23.18,22.439999999999998,21.7,21.08,20.46,19.84,19.220000000000002,18.6,18.200000000000003,17.8,17.400000000000002,17.0,16.6,16.48,16.36,16.240000000000002,16.12,16.0,15.9,15.7,15.5,15.2,14.9,14.5
San Marino,9.6,9.1,8.6,8.1,7.6,7.1,6.72,6.34,5.96,5.58,5.2,4.94,4.68,4.42,4.16,3.9,3.6999999999999997,3.5,3.3,3.0999999999999996,2.9,2.7,2.6,2.4,2.3,2.2,2.1
Sao Tome and Principe,69.4,69.0,68.60000000000001,68.2,67.80000000000001,67.4,65.12,62.84,60.56,58.28,56.0,53.4,50.8,48.2,45.6,43.0,41.1,39.2,37.3,35.4,33.5,31.9,30.5,29.2,28.1,27.1,26.1
Saudi Arabia,35.6,33.54,31.48,29.42,27.36,25.3,23.98,22.66,21.34,20.02,18.7,17.8,16.9,16.0,15.1,14.2,13.42,12.64,11.86,11.08,10.3,9.6,9.0,8.4,7.8,7.2,6.7
Senegal,71.2,71.24000000000001,71.28,71.32000000000001,71.36,71.4,70.80000000000001,70.2,69.60000000000001,69.0,68.4,65.52000000000001,62.64,59.760000000000005,56.88,54.0,51.74,49.480000000000004,47.22,44.96,42.7,40.9,39.3,37.7,36.3,34.9,33.8
Serbia,24.3,22.82,21.34,19.86,18.38,16.9,15.7,14.5,13.299999999999999,12.1,10.9,10.26,9.620000000000001,8.98,8.34,7.7,7.48,7.26,7.04,6.819999999999999,6.6,6.5,6.2,6.0,5.8,5.5,5.2
Seychelles,14.4,14.0,13.6,13.2,12.8,12.4,12.26,12.12,11.98,11.84,11.7,11.76,11.82,11.879999999999999,11.94,12.0,12.06,12.120000000000001,12.18,12.24,12.3,12.3,12.4,12.4,12.4,12.4,12.4
Sierra Leone,155.4,154.72,154.04,153.36,152.68,152.0,150.0,148.0,146.0,144.0,142.0,139.16,136.32,133.48,130.64,127.8,123.92,120.04,116.16,112.28,108.4,104.1,99.8,95.8,91.8,88.1,84.7
Singapore,6.2,5.74,5.28,4.82,4.359999999999999,3.9,3.7199999999999998,3.54,3.36,3.1799999999999997,3.0,2.86,2.7199999999999998,2.58,2.44,2.3,2.28,2.26,2.24,2.22,2.2,2.2,2.2,2.1,2.1,2.1,2.2
Slovakia,12.6,12.12,11.639999999999999,11.16,10.68,10.2,9.799999999999999,9.399999999999999,9.0,8.6,8.2,7.919999999999999,7.64,7.359999999999999,7.08,6.8,6.6,6.3999999999999995,6.199999999999999,6.0,5.8,5.6,5.5,5.3,5.1,5.0,4.8
Slovenia,8.8,8.3,7.800000000000001,7.3,6.8,6.3,5.96,5.62,5.279999999999999,4.9399999999999995,4.6,4.38,4.16,3.94,3.7199999999999998,3.5,3.32,3.14,2.96,2.7800000000000002,2.6,2.4,2.3,2.2,2.0,1.9,1.8
Solomon Islands,31.2,30.48,29.76,29.04,28.32,27.6,27.12,26.64,26.16,25.68,25.2,24.96,24.72,24.48,24.24,24.0,23.54,23.08,22.62,22.16,21.7,21.0,20.4,19.8,19.2,18.7,18.1
Somalia,108.2,107.5,106.8,106.10000000000001,105.4,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,103.14,101.58,100.02000000000001,98.46000000000001,96.9,94.1,91.6,89.0,86.6,84.3,82.1
South Africa,46.9,46.94,46.98,47.02,47.06,47.1,48.1,49.1,50.1,51.1,52.1,52.08,52.06,52.04,52.02,52.0,49.28,46.56,43.84,41.12,38.4,37.3,36.1,34.2,32.5,31.8,30.0
South Sudan,150.0,146.48,142.96,139.44,135.92000000000002,132.4,127.9,123.4,118.9,114.4,109.9,105.24000000000001,100.58,95.92,91.25999999999999,86.6,82.97999999999999,79.36,75.74,72.12,68.5,65.7,63.7,62.8,62.5,62.5,62.5
Spain,7.5,7.1,6.7,6.3,5.9,5.5,5.26,5.02,4.779999999999999,4.54,4.3,4.2,4.1,4.0,3.9,3.8,3.6599999999999997,3.52,3.38,3.24,3.1,3.1,3.0,2.9,2.8,2.7,2.6
Sri Lanka,18.1,17.900000000000002,17.700000000000003,17.5,17.3,17.1,16.52,15.940000000000001,15.36,14.78,14.2,13.82,13.44,13.06,12.68,12.3,11.84,11.38,10.92,10.46,10.0,9.6,9.3,8.9,8.5,8.2,7.8
Sudan,82.1,80.8,79.5,78.19999999999999,76.89999999999999,75.6,73.92,72.24,70.56,68.88,67.2,65.4,63.6,61.800000000000004,60.0,58.2,56.84,55.480000000000004,54.120000000000005,52.76,51.4,50.2,49.2,48.1,47.0,45.9,44.8
Suriname,40.9,39.82,38.74,37.66,36.58,35.5,34.44,33.38,32.32,31.259999999999998,30.2,29.28,28.36,27.44,26.52,25.6,24.86,24.12,23.38,22.64,21.9,21.2,20.5,19.8,19.2,18.7,18.1
Sweden,5.9,5.5200000000000005,5.140000000000001,4.76,4.38,4.0,3.88,3.76,3.6399999999999997,3.52,3.4,3.32,3.2399999999999998,3.16,3.08,3.0,2.9,2.8,2.7,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.4
Switzerland,6.6,6.319999999999999,6.04,5.76,5.48,5.2,5.1000000000000005,5.0,4.9,4.8,4.7,4.62,4.54,4.46,4.38,4.3,4.22,4.14,4.06,3.98,3.9,3.9,3.9,3.8,3.8,3.8,3.8
Syrian Arab Republic,30.5,29.34,28.18,27.02,25.86,24.7,23.74,22.779999999999998,21.82,20.86,19.9,19.14,18.38,17.62,16.86,16.1,15.64,15.180000000000001,14.72,14.260000000000002,13.8,13.8,14.1,14.1,14.0,14.0,14.1
Tajikistan,82.6,84.06,85.52,86.98,88.44,89.9,86.02000000000001,82.14,78.26,74.38,70.5,66.1,61.7,57.3,52.9,48.5,46.18,43.86,41.54,39.22,36.9,35.5,34.3,33.2,32.2,31.3,30.3
Tanzania (United Republic of),100.3,99.16,98.02,96.88,95.74,94.6,91.58,88.56,85.53999999999999,82.52,79.5,75.46,71.42,67.38,63.339999999999996,59.3,57.059999999999995,54.82,52.58,50.34,48.1,46.2,44.8,43.5,42.4,41.0,39.7
Thailand,30.2,28.88,27.56,26.240000000000002,24.92,23.6,22.6,21.6,20.6,19.6,18.6,17.8,17.0,16.2,15.4,14.6,13.959999999999999,13.32,12.68,12.04,11.4,10.9,10.4,9.9,9.4,9.0,8.5
Timor-Leste,130.5,125.58,120.66,115.74000000000001,110.82000000000001,105.9,101.7,97.5,93.30000000000001,89.10000000000001,84.9,81.16000000000001,77.42,73.68,69.94,66.2,63.36,60.52,57.68,54.84,52.0,50.0,48.2,46.5,44.9,43.6,42.2
Togo,90.1,88.94,87.78,86.61999999999999,85.46,84.3,82.66,81.02,79.38,77.74,76.1,74.3,72.5,70.69999999999999,68.89999999999999,67.1,65.47999999999999,63.86,62.239999999999995,60.62,59.0,57.6,56.1,54.7,53.3,51.9,50.5
Tonga,18.8,18.28,17.76,17.24,16.72,16.2,15.959999999999999,15.719999999999999,15.48,15.24,15.0,14.84,14.68,14.52,14.36,14.2,14.34,14.48,14.62,14.76,14.9,15.0,15.0,14.9,14.7,14.4,14.1
Trinidad and Tobago,28.7,28.64,28.58,28.52,28.459999999999997,28.4,28.459999999999997,28.52,28.58,28.64,28.7,28.74,28.779999999999998,28.82,28.86,28.9,28.64,28.38,28.12,27.86,27.6,27.1,26.5,25.8,25.2,24.5,23.8
Tunisia,43.9,42.24,40.58,38.92,37.26,35.6,33.74,31.880000000000003,30.020000000000003,28.16,26.3,24.96,23.62,22.28,20.94,19.6,18.66,17.720000000000002,16.78,15.84,14.9,14.2,13.6,13.0,12.5,12.0,11.6
Turkey,55.4,52.879999999999995,50.36,47.839999999999996,45.31999999999999,42.8,40.62,38.44,36.26,34.08,31.9,30.14,28.38,26.62,24.86,23.1,21.76,20.42,19.08,17.74,16.4,15.3,14.3,13.3,12.4,11.6,10.8
Turkmenistan,68.2,68.34,68.48,68.62,68.76,68.9,68.22,67.54,66.86,66.18,65.5,63.9,62.3,60.7,59.1,57.5,55.96,54.42,52.879999999999995,51.339999999999996,49.8,48.4,47.1,45.7,44.4,43.0,41.7
Tuvalu,44.3,43.44,42.58,41.72,40.86,40.0,38.76,37.519999999999996,36.28,35.04,33.8,32.96,32.12,31.28,30.44,29.6,28.86,28.12,27.38,26.64,25.9,25.1,24.4,23.7,23.0,22.4,21.7
Uganda,107.2,105.36,103.52,101.68,99.84,98.0,96.08,94.16,92.24000000000001,90.32000000000001,88.4,84.32000000000001,80.24000000000001,76.16,72.08,68.0,64.6,61.2,57.8,54.4,51.0,48.3,45.1,42.9,41.0,39.0,37.0
Ukraine,16.6,16.76,16.92,17.08,17.24,17.4,17.08,16.759999999999998,16.44,16.12,15.8,15.14,14.48,13.82,13.16,12.5,12.02,11.54,11.059999999999999,10.58,10.1,9.6,9.2,8.8,8.4,8.1,7.8
United Arab Emirates,14.3,13.72,13.14,12.56,11.98,11.4,11.06,10.72,10.379999999999999,10.04,9.7,9.42,9.14,8.86,8.58,8.3,8.08,7.86,7.640000000000001,7.42,7.2,7.1,7.0,7.1,7.2,7.5,7.7
United Kingdom,7.9,7.54,7.18,6.82,6.46,6.1,5.9799999999999995,5.859999999999999,5.74,5.62,5.5,5.42,5.34,5.26,5.18,5.1,4.96,4.82,4.68,4.54,4.4,4.2,4.1,3.9,3.8,3.8,3.7
United States,9.4,9.120000000000001,8.84,8.56,8.28,8.0,7.82,7.64,7.46,7.279999999999999,7.1,7.04,6.9799999999999995,6.92,6.859999999999999,6.8,6.68,6.56,6.44,6.32,6.2,6.1,6.1,6.0,5.9,5.8,5.7
Uruguay,20.2,19.759999999999998,19.32,18.88,18.44,18.0,17.36,16.72,16.080000000000002,15.440000000000001,14.8,14.34,13.88,13.42,12.96,12.5,11.84,11.18,10.52,9.86,9.2,8.8,8.5,8.2,8.0,7.6,7.3
Uzbekistan,59.2,58.900000000000006,58.6,58.300000000000004,58.0,57.7,56.56,55.42,54.28,53.14,52.0,49.98,47.96,45.94,43.92,41.9,39.839999999999996,37.78,35.72,33.66,31.6,29.6,27.8,26.0,24.3,22.7,21.3
Vanuatu,29.3,28.52,27.74,26.96,26.18,25.4,25.099999999999998,24.799999999999997,24.5,24.2,23.9,23.86,23.82,23.779999999999998,23.74,23.7,23.84,23.98,24.119999999999997,24.259999999999998,24.4,24.5,24.5,24.3,24.0,23.6,23.2
Venezuela (Bolivarian Republic of),24.7,24.18,23.66,23.14,22.62,22.1,21.380000000000003,20.66,19.94,19.22,18.5,17.98,17.46,16.94,16.42,15.9,15.58,15.26,14.940000000000001,14.620000000000001,14.3,14.3,14.6,15.4,16.9,19.2,22.2
Viet Nam,37.0,35.52,34.04,32.56,31.080000000000002,29.6,28.36,27.12,25.88,24.64,23.4,22.68,21.96,21.240000000000002,20.52,19.8,19.5,19.2,18.900000000000002,18.6,18.3,18.1,17.9,17.7,17.5,17.3,17.0
Yemen,88.5,86.7,84.9,83.1,81.3,79.5,77.38,75.26,73.14,71.02000000000001,68.9,66.04,63.18000000000001,60.32000000000001,57.46,54.6,52.46,50.32,48.18,46.04,43.9,43.3,43.2,43.2,43.2,43.2,43.2
Zambia,110.5,109.82,109.14,108.46,107.78,107.1,105.0,102.89999999999999,100.8,98.69999999999999,96.6,90.64,84.67999999999999,78.72,72.75999999999999,66.8,64.12,61.44,58.76,56.08,53.4,51.5,49.6,48.3,46.3,44.2,43.0
Zimbabwe,50.8,52.3,53.8,55.3,56.8,58.3,58.32,58.339999999999996,58.36,58.379999999999995,58.4,58.519999999999996,58.64,58.76,58.88,59.0,58.22,57.44,56.660000000000004,55.88,55.1,52.2,48.4,45.4,42.3,40.2,38.2
"Hong Kong, China (SAR)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,
